org_id,name,url,type,hq_country,hq_city,region,founded_year,size_band,funding_model,primary_focus,focus_tags,problem_description,notable_outputs,status,confidence,source_urls,commercial_model,approachability,source,notes,created_by,reviewed_by,last_verified,human_verified
uk-department-for-science-innovation-and-technology-dsit,"UK Department for Science, Innovation and Technology (DSIT)",https://www.gov.uk/government/organisations/department-for-science-innovation-and-technology,government,UK,London,Europe,2023,unknown,government,UK government department for AI policy and regulation,policy-domestic,UK ministry setting AI policy and sponsoring the AI Security Institute; its own gov.uk page states it is being reorganised into three successor departments in 2026.,UK AI regulation policy; sponsor of AISI,closed,medium,https://www.gov.uk/government/organisations/department-for-science-innovation-and-technology; https://www.privacylaws.com/news/dsit-scrapped-and-new-ai-minister-appointed/,government,closed,new_org:b08,"b08 reported the department as restructuring; status set to active. Closed: DSIT was abolished in July 2026; its functions went to a renamed Department for Business, Innovation, Science and Technology and to DCMS, with the AI minister moved to the Cabinet Office (review-society).",agent-2026-09-21,opus-review-2026-09-23,2026-09-23,false
uk-finance,UK Finance,https://www.ukfinance.org.uk,advocacy,UK,unknown,UK,unknown,unknown,unknown,,,Banking trade body's Annual Fraud Report 2026 tracks AI-driven fraud losses and sector response across UK banks.,,active,medium,https://www.ukfinance.org.uk/system/files/2026-06/UK%20Finance%20Fraud%20Report%202026.pdf,nonprofit,contact-form,tag-only:b06,minimal record built from a batch tag; the batch supplied no new_org row,agent-2026-09-21,,2026-09-21,false
uk-ministry-of-defence-defence-ai-centre,UK Ministry of Defence: Defence AI Centre,https://www.gov.uk/government/publications/defence-artificial-intelligence-strategy/defence-artificial-intelligence-strategy,government,UK,London,Europe,2022,unknown,government,"UK military AI adoption, testing and assurance strategy",military-ai;testing-and-assurance,"Established under the UK Defence Artificial Intelligence Strategy to champion AI development across Defence and pioneer Testing, Evaluation, Verification and Validation (TEV&V) approaches and a certification framework for AI-enabled military systems.","Defence Artificial Intelligence Strategy (2022, live commitments through 2026)",active,medium,['https://www.gov.uk/government/publications/defence-artificial-intelligence-strategy/defence-artificial-intelligence-strategy'],government,closed,new_org:b05,,agent-2026-09-21,,2026-09-21,false
uk-national-cyber-security-centre-ncsc,UK National Cyber Security Centre (NCSC),https://ncsc.gov.uk,government,UK,London,UK,2016,200+,government,UK cyber security agency's AI security guidance,model-security;critical-infrastructure;standards,UK's technical cyber security authority publishing guidance on securing AI systems and machine learning pipelines.,Guidelines for secure AI system development (co-authored with CISA),active,high,https://ncsc.gov.uk,government,closed,seed,,agent-2026-09-21,,2026-09-21,false
ul-standards-and-engagement,UL Standards & Engagement,https://ulse.org,standards-body,US,unknown,North America,unknown,unknown,unknown,"Safety standards, including UL 4600 for autonomous products",standards;safety-engineering,"Publishes UL 4600, the Standard for Safety for the Evaluation of Autonomous Products, now in its third edition.",UL 4600,active,medium,https://ulse.org/focus-areas/travel-safety/autonomous-vehicles/,nonprofit,unknown,v2-build,,v2-build-2026-09-24,,2026-09-24,false
un-independent-international-scientific-panel-on-ai,UN Independent International Scientific Panel on AI,https://www.un.org/independent-international-scientific-panel-ai/en,government,Other,New York,Other,2025,unknown,government,Independent scientific evidence on AI risks and opportunities for international governance,policy-international,"First UN scientific body dedicated to AI, established by UN General Assembly resolution in August 2025; published a Preliminary Report in July 2026.","Preliminary Report on AI Opportunities, Risks and Impacts (July 2026)",active,high,https://www.un.org/independent-international-scientific-panel-ai/en,government,closed,new_org:b08,,agent-2026-09-21,,2026-09-21,false
un-office-for-digital-and-emerging-technologies,UN Office for Digital and Emerging Technologies,https://un.org,government,Other,New York,Other,2023,unknown,government,UN coordination of global AI governance,policy-international,"UN body coordinating the Secretary-General's efforts on global AI governance, including the AI Advisory Body process.",Governing AI for Humanity report,active,medium,https://un.org,government,closed,seed,,agent-2026-09-21,,2026-09-21,false
unidir,UNIDIR,https://unidir.org,government,Switzerland,Geneva,Other,1980,unknown,government,International disarmament research including AI in the military domain,military-ai;arms-control;lethal-autonomy,"The United Nations Institute for Disarmament Research; its Centre of Excellence on AI, Peace and Security runs a global conference series, an AI Policy Portal and a Framework of Responsible Industry Behaviour for AI in the Military Domain.","Framework of Responsible Industry Behaviour for AI in the Military Domain; AI Policy Portal; Global Conference on AI, Security and Ethics",active,high,['https://unidir.org/programme/security-and-technology/'],government,publishes-open-problems,new_org:b05,,agent-2026-09-21,,2026-09-21,false
us-bureau-of-industry-and-security-bis,US Bureau of Industry and Security (BIS),https://www.bis.gov,government,US,Washington DC,North America,unknown,unknown,government,Enforces US export controls on AI chips and semiconductor manufacturing equipment,compute-governance,Commerce Department agency that writes and enforces AI chip export control rules and the proposed cloud IaaS know-your-customer rule.,Advanced computing export control rules; proposed IaaS KYC rule,active,high,https://www.bis.gov,government,closed,new_org:b08,,agent-2026-09-21,,2026-09-21,false
us-center-for-ai-standards-and-innovation-caisi,US Center for AI Standards and Innovation (CAISI),https://nist.gov/caisi,government,US,Washington DC,North America,2025,51-200,government,US government AI safety and security standards and evaluation,standards;evals;policy-domestic,Successor to the US AI Safety Institute; develops standards and conducts evaluations of AI systems for safety and security.,AI model evaluation reports; standards guidance,active,high,https://nist.gov/caisi,government,closed,seed,,agent-2026-09-21,,2026-09-21,false
us-national-science-foundation-nsf,US National Science Foundation (NSF),https://www.nsf.gov/funding/initiatives,government,US,unknown,North America,unknown,unknown,government,,,Funds AI safety-relevant work through National AI Research Institutes and dedicated solicitations (e.g. a 2026 university AI safety programme reported at $750K-$3M).,,active,medium,https://www.nsf.gov/funding/opportunities/us-national-science-foundation-state-regional-artificial/nsf26-513/solicitation,government,closed,tag-only:b09,minimal record built from a batch tag; the batch supplied no new_org row,agent-2026-09-21,,2026-09-24,false
vectara,Vectara,https://www.vectara.com,for-profit-startup,US,unknown,North America,unknown,unknown,commercial,Retrieval-augmented generation platform with hallucination measurement and detection,reliability,Maintains a public leaderboard of hallucination rates in document summarisation and an open hallucination-detection model (HHEM).,Hallucination leaderboard; HHEM,active,medium,https://github.com/vectara/hallucination-leaderboard,commercial-product,unknown,v2-build,,v2-build-2026-09-24,,2026-09-24,false
virtue-ai,Virtue AI,https://virtueai.com,for-profit-startup,US,Berkeley,North America,2024,6-20,commercial,AI guardrails and red-teaming for enterprise deployment,model-security;red-teaming,"Provides guardrail and red-teaming products to help enterprises deploy AI systems safely, spun out of academic safety research.",Guardrail and evaluation platform for deployed models,active,medium,https://virtueai.com,commercial-product,unknown,seed,,agent-2026-09-21,,2026-09-21,false
vox-future-perfect,Vox (Future Perfect),https://www.vox.com/future-perfect,media,US,unknown,North America,unknown,unknown,unknown,,,"Vox's dedicated vertical has historically covered AI existential risk for a general news audience (e.g. Kelsey Piper's reporting); could not confirm current 2026 staffing or cadence directly (site blocked automated fetch), so treat this entry as indicative rather than freshly verified.",,active,medium,https://www.vox.com/future-perfect,commercial-services,unknown,tag-only:b11,minimal record built from a batch tag; the batch supplied no new_org row,agent-2026-09-21,,2026-09-21,false
weprotect-global-alliance,WeProtect Global Alliance,https://www.weprotect.org,nonprofit,UK,unknown,UK,unknown,unknown,unknown,,,"Multi-stakeholder alliance of governments, industry and civil society coordinating on child sexual exploitation online, including the AI-generated case.",,active,medium,https://www.iwf.org.uk/media/hl1nvdti/iwf-ai-csam-report-2026.pdf,nonprofit,open-to-collaborators,tag-only:b06,minimal record built from a batch tag; the batch supplied no new_org row,agent-2026-09-21,,2026-09-21,false
whistleblower-aid,Whistleblower Aid,https://whistlebloweraid.org,nonprofit,unknown,unknown,unknown,unknown,unknown,unknown,,,"Legal nonprofit representing technology whistleblowers, including in the AI sector.",,active,low,https://whistlebloweraid.org/,nonprofit,unknown,review-2026-09-23:meta,"Created from a review edit (meta[48], 2026-09-23); only the fields evident from the edit are filled, and type, country and funding model need checking.",review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
windfall-trust,Windfall Trust,https://windfalltrust.org,nonprofit-research,US,unknown,North America,2025,1-5,philanthropic,Policy preparation for AI-driven economic disruption,economic-transition;policy-domestic,"Policy research organisation, led by CEO Adrian Brown, that stress-tests scenarios of AI-driven labour and income disruption and maintains a catalogue of over 48 policy options for governments preparing for the economic transition; partners include Partnership on AI and Omidyar Network.",Windfall Policy Atlas; scenario planning briefs,active,medium,https://windfalltrust.org/; https://futureoflife.org/project/the-windfall-trust/; https://windfalltrust.substack.com/,nonprofit,publishes-open-problems;contact-form,seed,,agent-2026-09-21,,2026-09-21,false
